地点,标题,岗位标签,岗位福利,公司规模,公司名称,经验,融资情况,薪资,学历,所属行业
北京,数据分析师,"大数据,金融,SQL,数据分析",弹性工作，不打卡，领导nice，补充医疗,150-500人,天创信用,经验1-3年,B轮,10k-20k,本科及以上,"移动互联网,金融"
北京,数据分析师,"大数据,金融,数据分析","五险一金,弹性工作,工作居住证,商业医疗",150-500人,PINTEC,经验不限,上市公司,15k-30k,本科及以上,"移动互联网,金融"
北京,数据分析师,"大数据,数据分析",年薪奖，餐补,2000人以上,小米,经验3-5年,D轮及以上,18k-35k,本科及以上,硬件
北京,数据分析师,"大数据,数据分析",深耕于北大，打造在线数据科学家培养平台,50-150人,博雅大数据学院,经验不限,未融资,10k-20k,硕士及以上,教育
北京,数据分析师,"大数据,数据分析","五险一金,补充医疗,大平台,技术大咖多",150-500人,人民在线,经验1-3年,不需要融资,8k-15k,本科及以上,"数据服务,移动互联网"
北京,数据分析师,"大数据,数据分析","五险一金,周末双休,绩效奖金,午餐补贴",2000人以上,北京华悦数金,经验不限,不需要融资,10k-20k,学历不限,"移动互联网,金融"
北京,数据分析师,"大数据,数据分析,SQL","超棒团队,福利待遇好,高成长空间",15-50人,百观Lab,经验1-3年,A轮,15k-25k,本科及以上,"数据服务,金融"
北京,数据分析师,"大数据,数据挖掘","大牛如云,飞速发展,海量数据,海量数据",,数美,经验1-3年,B轮,20k-35k,本科及以上,"企业服务,数据服务"
北京,数据分析师,"大数据,数据挖掘,数据分析","大牛如云,技术氛围,大佬领投,七险一金",,数美,经验1-3年,B轮,15k-25k,本科及以上,"企业服务,数据服务"
北京,数据分析师,"大数据,数据挖掘,数据分析",待遇优厚,150-500人,一览科技,经验1-3年,B轮,20k-40k,本科及以上,"移动互联网,文娱丨内容"
北京,数据分析师,"大数据,数据挖掘,数据分析","核心部门,推荐",2000人以上,新浪网,经验1-3年,上市公司,13k-25k,本科及以上,文娱丨内容
北京,数据分析师,"大数据,数据运营",五险一金，加班打车，餐饮补贴，环境高大上,2000人以上,北京华悦数金,经验3-5年,不需要融资,10k-20k,本科及以上,"移动互联网,金融"
北京,数据分析师,"大数据,医疗健康,数据分析,SQL",六险两金 餐补交通补通讯补 防暑降温补,2000人以上,泰康之家,经验5-10年,不需要融资,20k-35k,本科及以上,"金融,医疗丨健康"
北京,数据分析师,电商,良好的发展前景,500-2000人,小红书,经验1-3年,D轮及以上,25k-50k,本科及以上,消费生活
北京,数据分析师,电商,上市公司、七险一金、稳定高薪、餐补,2000人以上,小米,经验不限,D轮及以上,25k-49k,学历不限,硬件
北京,数据分析师,"电商,Hive,Hadoop,数据分析",绩效奖金，五险一金，免费班车，午餐补助,2000人以上,京东集团,经验5-10年,上市公司,18k-25k,本科及以上,电商
北京,数据分析师,"电商,房产服务,BI,数据分析,SQL",团队氛围好、扁平化、B轮冲C轮中！,,异乡好居,经验3-5年,B轮,15k-25k,本科及以上,"移动互联网,教育"
北京,数据分析师,"电商,可视化,商业,数据分析,BI",绩效奖金，五险一金，免费班车，午餐补助,2000人以上,京东集团,经验5-10年,上市公司,20k-35k,本科及以上,电商
北京,数据分析师,"电商,旅游,BI",带薪休假，年底多薪，定期体检，公司环境佳,,皇包车,经验1-3年,C轮,12k-22k,本科及以上,"移动互联网,旅游"
北京,数据分析师,"电商,媒体","扁平化管理,五险一金,激励奖金,带薪休假",15-50人,北京林克艾普科技有限公司,经验不限,不需要融资,5k-6k,大专及以上,"移动互联网,数据服务"
北京,数据分析师,"电商,商业,BI","五险一金,弹性工作,扁平管理,大牛带队",500-2000人,美住,经验3-5年,A轮,10k-20k,本科及以上,"消费生活,电商"
北京,数据分析师,"电商,数据分析,BI,SQL,数据库",扁平化管理 福利待遇高,,每日优鲜,经验3-5年,D轮及以上,18k-35k,本科及以上,"移动互联网,电商"
北京,数据分析师,"电商,数据分析,数据运营,可视化",五险一金，年终分红，带薪年假，节日福利,500-2000人,平安健康保险,经验3-5年,未融资,10k-20k,本科及以上,金融
北京,数据分析师,"电商,新零售,数据分析,数据运营","独角兽公司,发展空间大,核心业务",,爱回收,经验3-5年,D轮及以上,20k-25k,本科及以上,"电商,消费生活"
北京,数据分析师,"电商,移动互联网,数据分析,SPSS,SQL",广阔平台,2000人以上,滴滴,经验1-3年,不需要融资,20k-40k,本科及以上,汽车丨出行
北京,数据分析师,"房产服务,BI,数据分析,商业","时间灵活,领导好,工作环境好,氛围轻松",2000人以上,北京链家,经验1-3年,不需要融资,13k-20k,本科及以上,房产家居
北京,数据分析师,"房产服务,移动互联网,可视化,BI,数据分析,SQL",团队氛围好、扁平化、B轮冲击C轮中,150-500人,异乡好居,经验3-5年,B轮,15k-28k,本科及以上,"移动互联网,电商"
北京,数据分析师,"分析,财务","班车,餐补",2000人以上,京东数字科技,经验5-10年,上市公司,20k-30k,本科及以上,金融
北京,数据分析师,风控,消费金融牌照 核心数据风控 年终奖,2000人以上,马上金融,经验1-3年,不需要融资,15k-30k,本科及以上,"金融,移动互联网"
北京,数据分析师,"广告营销,大数据,商业,数据分析,SPSS","颜值高,氛围好,周末双休",150-500人,DataStory,经验1-3年,B轮,12k-20k,本科及以上,数据服务
北京,数据分析师,"广告营销,移动互联网,数据分析,SQL","六险一金,带薪年假,全薪病假,办公环境棒",500-2000人,爱卡汽车,经验3-5年,不需要融资,15k-20k,本科及以上,"移动互联网,社交"
北京,数据分析师,"互联网金融,MySQL",福利待遇好、团队气氛好、上升空间大,,花生米富,经验3-5年,B轮,10k-18k,本科及以上,"移动互联网,金融"
北京,数据分析师,"互联网金融,MySQL,数据分析",福利待遇好、团队气氛好、上升空间大,,花生米富,经验1-3年,B轮,14k-25k,本科及以上,"移动互联网,金融"
北京,数据分析师,"互联网金融,Oracle,数据分析,Hive",六险一金 快速发展 团队旅行,150-500人,随行付金科,经验3-5年,未融资,10k-18k,本科及以上,"移动互联网,金融"
北京,数据分析师,"互联网金融,理财,BI,数据分析,数据库",平台大、六险一金、老板好,2000人以上,宜信,经验1-3年,上市公司,15k-25k,本科及以上,金融
北京,数据分析师,"互联网金融,数据分析",六险一金 快速发展 团队旅行,150-500人,随行付金科,经验1-3年,未融资,8k-13k,本科及以上,"移动互联网,金融"
北京,数据分析师,"互联网金融,数据分析","六险一金,带薪假期,工作居住证,外资团队",150-500人,PINTEC,经验1-3年,上市公司,15k-25k,本科及以上,"移动互联网,金融"
北京,数据分析师,"互联网金融,数据分析,SQL",免费午餐 发展空间大 团队氛围好,,闪银奇异,经验3-5年,D轮及以上,20k-30k,本科及以上,"移动互联网,金融"
北京,数据分析师,"互联网金融,银行",工作独立创新、薪酬待遇优厚可谈,150-500人,百信银行,经验3-5年,不需要融资,20k-30k,本科及以上,金融
北京,数据分析师,"教育,BI,数据分析",五一9天假、双休、旅游津贴、nice领导,,猿辅导,经验3-5年,D轮及以上,15k-30k,本科及以上,"移动互联网,教育"
北京,数据分析师,"教育,决策能力,业务流程管理",美国上市集团，热门行业，重点项目,2000人以上,朴新网校,经验不限,上市公司,16k-24k,本科及以上,教育
北京,数据分析师,"教育,数据分析,SQL",带薪年假 员工旅游 团队nice,150-500人,比邻东方——新东方青少年外教直播,经验1-3年,不需要融资,15k-20k,本科及以上,教育
北京,数据分析师,金融,工作时间:早九晚六双休提成12%-20%,50-150人,魔力方科技,经验3-5年,不需要融资,24k-25k,本科及以上,"企业服务,电商"
北京,数据分析师,金融,周末双休 五险一金,150-500人,华壹信融,经验3-5年,未融资,8k-15k,本科及以上,金融
北京,数据分析师,"金融,数据分析,数据运营",福利好 氛围好 领导好,,洋钱罐,经验1-3年,不需要融资,15k-25k,本科及以上,"移动互联网,金融"
北京,数据分析师,"金融,移动互联网,SPSS,数据分析,SQL,商业",六险一金，免费班车，补助，年终奖，健身房,500-2000人,猎豹移动,经验1-3年,上市公司,15k-25k,本科及以上,"移动互联网,信息安全"
北京,数据分析师,旅游,六险一金，定期体检，公司环境佳,,皇包车,经验不限,C轮,10k-20k,学历不限,"移动互联网,旅游"
北京,数据分析师,"企业服务,移动互联网,数据分析,数据运营,数据库,SQL",五险一金 领导nice 上市公司理,500-2000人,彩讯股份,经验不限,上市公司,9k-12k,大专及以上,"移动互联网,消费生活"
北京,数据分析师,汽车,逻辑强大 构建平台,2000人以上,信产集团,经验3-5年,不需要融资,20k-40k,本科及以上,"移动互联网,电商"
北京,数据分析师,商业,五险一金，饭补,50-150人,车托帮,经验1-3年,C轮,20k-35k,本科及以上,"移动互联网,消费生活"
北京,数据分析师,"商业,BI,可视化,SQL",大平台 福利健全,2000人以上,京东数字科技,经验3-5年,上市公司,20k-35k,本科及以上,金融
北京,数据分析师,"商业,BI,数据分析,数据运营",广阔平台，急速成长,2000人以上,滴滴,经验5-10年,不需要融资,15k-30k,本科及以上,汽车丨出行
北京,数据分析师,"商业,SQL,数据分析","弹性工作,出海产品,挑战大,海量数据",50-150人,动动,经验3-5年,B轮,15k-25k,本科及以上,"移动互联网,医疗丨健康"
北京,数据分析师,"商业,可视化,数据分析","期权激励,晋升空间大,优秀团队,蓝海领域",,清帆科技,经验1-3年,A轮,10k-20k,硕士及以上,"移动互联网,教育"
北京,数据分析师,"商业,数据分析,SPSS,SQL",大平台 好福利,2000人以上,信产集团,经验3-5年,不需要融资,10k-20k,本科及以上,"移动互联网,电商"
北京,数据分析师,"商业,数据分析,SPSS,SQL",科技驱动 年度旅游 弹性工作 福利充足,,洋钱罐,经验1-3年,不需要融资,15k-25k,本科及以上,"移动互联网,金融"
北京,数据分析师,"商业,数据分析,数据库",发展空间大 福利好 氛围轻松自由,,V.FINE MUSIC,经验3-5年,A轮,15k-25k,本科及以上,"企业服务,文娱丨内容"
北京,数据分析师,"社交,移动互联网,SQL,商业,数据分析,增长黑客（GrowthHacking）","行业独角兽,弹性工时,免费午餐",,淡蓝网Blued,经验3-5年,D轮及以上,15k-25k,本科及以上,"移动互联网,社交"
北京,数据分析师,"社交,移动互联网,数据分析,SQL",七险一金、弹性不打卡、免费午餐、季度旅游,150-500人,玩吧,经验3-5年,B轮,15k-25k,本科及以上,社交
北京,数据分析师,"社交,移动互联网,数据分析,策略,用户研究",晋升明确 五险一金 晚餐房补 氛围好,150-500人,波场TRON,经验1-3年,不需要融资,10k-15k,本科及以上,"移动互联网,金融"
北京,数据分析师,"视频,工具软件,数据分析,数据运营,SQL,商业",16薪,150-500人,茄子快传,经验3-5年,B轮,20k-40k,本科及以上,工具
北京,数据分析师,"视频,移动互联网,商业,数据分析,数据运营,SQL",年轻团队，全面的福利待遇和晋升空间,2000人以上,爱奇艺,经验3-5年,上市公司,17k-25k,本科及以上,文娱丨内容
北京,数据分析师,"视频,直播,数据分析","环境好,团队和谐,同时融洽,晋升空间大",50-150人,papitube,经验3-5年,A轮,15k-20k,本科及以上,"文娱丨内容,移动互联网"
北京,数据分析师,数据分析,"14薪,公积金全额,年两次涨薪,免费午餐",,LinkedME,经验3-5年,A轮,15k-30k,本科及以上,"移动互联网,企业服务"
北京,数据分析师,数据分析,班车，五险一金，发展平台，福利待遇优厚,500-2000人,掌众集团,经验1-3年,C轮,15k-18k,本科及以上,"移动互联网,金融"
北京,数据分析师,数据分析,班车；餐补,2000人以上,京东数字科技,经验5-10年,上市公司,20k-40k,本科及以上,金融
北京,数据分析师,数据分析,扁平化管理，团队nice,50-150人,源梦伟业,经验1-3年,未融资,10k-20k,本科及以上,"移动互联网,数据服务"
北京,数据分析师,数据分析,超级广阔的发展前景、超级棒的福利,2000人以上,京东数字科技,经验3-5年,上市公司,15k-30k,本科及以上,金融
北京,数据分析师,数据分析,大平台，绩效奖金，班车,2000人以上,美团点评,经验3-5年,上市公司,10k-20k,本科及以上,消费生活
北京,数据分析师,数据分析,"带薪休假,商业保险,广阔平台",2000人以上,凤凰网,经验1-3年,上市公司,10k-20k,本科及以上,文娱丨内容
北京,数据分析师,数据分析,待遇好，成长空间大,2000人以上,爱奇艺,经验1-3年,上市公司,13k-25k,本科及以上,文娱丨内容
北京,数据分析师,数据分析,待遇好，福利好,500-2000人,易盟天地,经验5-10年,D轮及以上,20k-40k,本科及以上,移动互联网
北京,数据分析师,数据分析,"弹性工作,领导好,市场前景好",2000人以上,人人公司,经验3-5年,上市公司,15k-25k,本科及以上,"社交,金融"
北京,数据分析师,数据分析,弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，晋升空间，五险一金,2000人以上,字节跳动,经验3-5年,C轮,20k-40k,本科及以上,文娱丨内容
